Date;TMPmax_Obs;TMPmin_Obs;PRCsum_Obs;RS_Obs
17/08/2020;30.4;18.5;0;22.3
18/08/2020;30.9;19.4;0;21.9
19/08/2020;31.5;16.6;0;25.65
20/08/2020;31.4;18.6;0;25.41
21/08/2020;33.8;18.6;0;25.15
22/08/2020;33.4;19.6;0;24.97
23/08/2020;29.1;21.5;0;25.85
24/08/2020;29.2;19.9;0;25.91
25/08/2020;31.9;15.5;0;25.18
26/08/2020;34.4;14.9;0;24.34
27/08/2020;33.6;20;0;24.75
28/08/2020;31.1;19.6;0.5;17.41
29/08/2020;21.8;16.8;2;4.24
30/08/2020;24.7;14.9;0;23.26
31/08/2020;25.6;15.7;0;24.71
01/09/2020;26.2;16.2;0;24.35
02/09/2020;27.8;14.2;0;24.03
03/09/2020;29.3;13.9;0;23.48
04/09/2020;28.7;13.9;0;23.14
05/09/2020;29;14;0;23.24
06/09/2020;28.1;15.5;0;22.88
07/09/2020;26.7;15.8;0;22.27
08/09/2020;30.6;15.6;1;19.99
09/09/2020;25.3;17.2;38.5;12.35
10/09/2020;23.5;17.8;1.5;5.41
11/09/2020;28.9;18.2;0;13.85
12/09/2020;32.5;18.3;0;20.9
13/09/2020;31.4;18.2;0;20.84
14/09/2020;31.8;18.5;0;20.02
15/09/2020;31.2;17.9;0;19.81
16/09/2020;29.7;16.6;0;19.66
17/09/2020;29.7;17.9;0;19.44
18/09/2020;29.7;16;0;15.25
19/09/2020;29.6;19.4;52.5;12.67
20/09/2020;26.7;17.7;7;13.86
21/09/2020;26.5;15.9;2.5;18.47
22/09/2020;22.4;15.6;26;6.8
23/09/2020;25.1;15.5;0;17.21
24/09/2020;25.7;16;2.5;13.9
25/09/2020;18.8;12.5;0;18.03
26/09/2020;18;9.5;0;15.62
27/09/2020;17;9.2;0;13.22
28/09/2020;20.5;9.5;0;13.34
29/09/2020;21.6;13.6;0;15.24
30/09/2020;22.7;10.3;0;17.27
01/10/2020;23.1;8.9;0;8.02
02/10/2020;20.4;11.1;11;2.27
03/10/2020;18.5;7.5;1;11
04/10/2020;20.6;9;0;15.23
05/10/2020;19.5;6;0.5;15.45
06/10/2020;17.5;8.8;3.5;4.27
07/10/2020;20.5;13.2;0;15.56
08/10/2020;23.7;11.2;0;15.99
09/10/2020;22.6;10.1;0;12.03
10/10/2020;19.7;9.7;0.5;15.19
11/10/2020;16.5;10.9;0;16.33
12/10/2020;16.3;10.2;0;17.16
13/10/2020;17.5;8.4;0;13.55
14/10/2020;17.1;4.4;0;14.82
15/10/2020;13.9;7.5;0;14.46
16/10/2020;16.7;10.1;0;14.84
17/10/2020;18.7;5.3;0;14.75
18/10/2020;17.9;6.5;0;14.68
19/10/2020;19.4;6.5;0;13.72
20/10/2020;19.8;12.7;0;10.1
21/10/2020;22.9;12.6;0;10
22/10/2020;20.5;17.1;1.5;2.82
23/10/2020;19.8;16.5;7.5;4.44
24/10/2020;19.8;10;0;12.73
25/10/2020;20.1;8.5;1;7.27
26/10/2020;16.3;10.9;0.5;9.2
27/10/2020;17.3;4.3;0;12.56
28/10/2020;19.8;7;0;11.36
29/10/2020;20.3;10.5;0;10.41
30/10/2020;22;8.4;0;12.23
31/10/2020;19.7;7.6;0;9.98
01/11/2020;17.9;10.5;0;6.59
02/11/2020;18.3;7.7;0;5.78
03/11/2020;18.1;12.9;0;4.44
04/11/2020;17.1;9.9;0;10.01
05/11/2020;18.9;8.4;0;10.89
06/11/2020;20.6;8.9;0;9.16
07/11/2020;21.9;7.6;21;6.41
08/11/2020;19.6;13.1;1.5;5.33
09/11/2020;21.2;11.5;0.5;9.12
10/11/2020;19.1;9.6;0;10.13
11/11/2020;19.9;8.1;0.5;10.04
12/11/2020;19.8;10.7;0;7.55
13/11/2020;19.3;9.2;0.5;7.74
14/11/2020;20.4;9.2;0;9.06
15/11/2020;15.8;9.5;13;1.6
16/11/2020;16.5;12.1;0;9.22
17/11/2020;17.6;8.3;0;9.33
18/11/2020;20;6.2;0;9.65
19/11/2020;20.1;4.7;0;9.2
20/11/2020;12.3;8.9;0;9.65
21/11/2020;12;2.4;0;8.91
22/11/2020;14.8;2.5;0;9.07
23/11/2020;13.9;3;0;8.76
24/11/2020;15.2;2.8;0.5;6.74
25/11/2020;14;3.3;0;3.77
26/11/2020;17.6;9.3;0;7.95
27/11/2020;15.5;7;0;3.2
28/11/2020;15.5;9.3;0;3.28
29/11/2020;13.6;5;0;8.35
30/11/2020;11;0.5;0;8.43
01/12/2020;10.4;0.2;0;3.98
02/12/2020;9.4;5.2;0;7.85
03/12/2020;12.9;4.8;0;8.04
04/12/2020;12.6;5.1;6.5;4.91
05/12/2020;5.7;0.9;0;2.59
06/12/2020;9.7;-1.4;1;7.42
07/12/2020;10.3;-2.4;1;7.25
08/12/2020;11.1;5;0;4.77
09/12/2020;8.2;4.3;0;7.95
10/12/2020;5.8;0.4;1.5;2.81
11/12/2020;8.2;-0.3;13;1.59
12/12/2020;13.1;3.9;0;7.48
13/12/2020;12.5;4.5;0;7.57
14/12/2020;14.1;1.7;0.5;4.82
15/12/2020;14.5;10.1;2;3.15
16/12/2020;16.3;8.6;0;5.79
17/12/2020;14.3;11.1;0;1.79
18/12/2020;15.8;11.2;0;4.56
19/12/2020;14.9;7.6;0;2.5
20/12/2020;14.6;9.8;11.5;2.07
21/12/2020;14.7;4.9;0.5;4.89
22/12/2020;11.1;3.9;0;3.73
23/12/2020;14.1;5.7;6.5;0.88
24/12/2020;13.8;8.2;0;5.48
25/12/2020;7.9;5;0;5.65
26/12/2020;6.5;3.4;0;6.85
27/12/2020;11.2;-2.8;0;4.51
28/12/2020;11.4;5.8;0;5.48
29/12/2020;10.9;1.8;0;6.82
30/12/2020;9.1;-2.5;0;6.1
31/12/2020;9.3;-2.7;0.5;5.57
01/01/2021;7.7;3.9;0;2.77
02/01/2021;4.6;2.6;0.5;1.56
03/01/2021;6;2.4;0;3.5
04/01/2021;3.1;0.2;0.5;1.62
05/01/2021;6.1;-1;0;7.27
06/01/2021;6;-1.1;0;8.13
07/01/2021;5.5;-5.3;0;7.33
08/01/2021;7.5;-2.9;0;8.45
09/01/2021;7.3;0.4;0;6.45
10/01/2021;3.3;0.4;0;1.99
11/01/2021;5.5;-1.7;0;8.55
12/01/2021;10.1;-1.6;0;6.81
13/01/2021;15.5;3.9;0;9.38
14/01/2021;13.9;6.3;0;9.03
15/01/2021;11.6;3;0;7.1
16/01/2021;6.5;1.3;0;9.57
17/01/2021;11.4;1.3;0;9.21
18/01/2021;10.9;4.5;0;9.48
19/01/2021;12.3;-1.5;0;9.29
20/01/2021;13.7;4.7;1;3.86
21/01/2021;13.9;9.6;0;3.85
22/01/2021;14.2;8.5;2;2.58
23/01/2021;11.5;1.3;2.5;5.24
24/01/2021;10.9;4.6;0;10.52
25/01/2021;10;2.2;0;7.49
26/01/2021;8.5;2.8;0;10.93
27/01/2021;13.2;1.5;0;9.35
28/01/2021;18.5;3.7;0;8.17
29/01/2021;18.3;7.9;0;7.25
30/01/2021;10.8;3;1;2.09
31/01/2021;15.5;2.4;0;10.75
01/02/2021;15.9;6.9;0;6.15
02/02/2021;18.8;5.9;0;9.08
03/02/2021;17.3;9.4;0.5;7.54
04/02/2021;15.4;6.4;0;5.6
05/02/2021;18.4;7.8;0;5.97
06/02/2021;16.6;11.5;12;4.18
07/02/2021;11.8;6.8;0;6.02
08/02/2021;12.6;1.6;2.5;8.89
09/02/2021;13.5;3;1;9.7
10/02/2021;15.3;5.6;0;11.78
11/02/2021;11.2;2.9;0;12.88
12/02/2021;9.8;2;0.5;2.9
13/02/2021;8;0.7;0;12.35
14/02/2021;8.2;-2.9;0;4.93
15/02/2021;11.2;-2.2;0;11.7
16/02/2021;10.1;5.6;0;2.47
17/02/2021;17.2;2.7;0;13.06
18/02/2021;13.1;5.1;0;3.58
19/02/2021;15.4;9.6;0;6.8
20/02/2021;16.5;8.2;0;12.98
21/02/2021;18.2;5.4;0;14.11
22/02/2021;15.9;12.8;3;2.81
23/02/2021;17.9;9.4;0;11.6
24/02/2021;18.4;5.8;0.5;13.97
25/02/2021;15.3;3.1;0;9.52
26/02/2021;19;0.8;0;14.34
27/02/2021;14.2;8.1;0.5;12.6
28/02/2021;17.4;6.1;0;14.1
01/03/2021;18;3.8;0;14.83
02/03/2021;15.3;4.3;0;7.64
03/03/2021;14.8;5.1;0;6.63
04/03/2021;14.4;5;0;5.37
05/03/2021;18.2;6.6;0;14.51
06/03/2021;16.2;4.8;0;9.36
07/03/2021;15.8;4.3;0;11.01
08/03/2021;15.5;6.5;0;13.43
09/03/2021;15;3;0;16.85
10/03/2021;16;6.1;0;17.76
11/03/2021;17.4;3.8;0;12.7
12/03/2021;16.9;7;0;15.2
13/03/2021;15.9;0.7;0;16.68
14/03/2021;14.3;7.7;0;17.87
15/03/2021;16;5.4;0;15.04
16/03/2021;13;7.3;0;18.84
17/03/2021;12.5;7.1;0;17.09
18/03/2021;11.3;5.3;0;18.08
19/03/2021;7.6;4.2;1;6.31
20/03/2021;11.9;0.9;0;20
21/03/2021;13.3;2.4;0;20
22/03/2021;14.2;6.1;0;20.41
23/03/2021;17.8;2;0;19.97
24/03/2021;19.7;-0.3;0;20.63
25/03/2021;21;3.1;0;19.99
26/03/2021;15.9;6.7;1;7.4
27/03/2021;17.2;9.4;0;21.76
28/03/2021;18.8;4.3;0;21.2
29/03/2021;20.8;2.7;0.5;21.16
30/03/2021;22.2;4.9;0;21.22
31/03/2021;22.1;5.1;0;20.98
01/04/2021;22;4.1;0;22.41
02/04/2021;23.4;3.8;0;21.7
03/04/2021;19;7.7;0;22.13
04/04/2021;19.1;8.3;0;19.01
05/04/2021;21;4.9;0;22.22
06/04/2021;11.6;5.9;0;24.78
07/04/2021;11.5;2.8;0;24.8
08/04/2021;16.8;0.3;0;22.39
09/04/2021;16.4;5.8;0;17.78
10/04/2021;15;9.5;5.5;3.86
11/04/2021;15.8;7.1;6;7.28
12/04/2021;12.7;5.8;0;25.4
13/04/2021;15.9;6.4;0;25.9
14/04/2021;17.9;4;0;25.18
15/04/2021;16.4;2.3;0;26.03
16/04/2021;15.2;2.1;3;22.49
17/04/2021;13.6;3.7;1;13.85
18/04/2021;17.3;3.3;0;25.31
19/04/2021;19.2;5.8;0;22.92
20/04/2021;20.3;4.6;0;20.38
21/04/2021;17.5;7.8;0;15.3
22/04/2021;21.1;5.8;0;25.01
23/04/2021;23.3;6.5;0;26.29
24/04/2021;23.3;6.9;0;26.24
25/04/2021;22.2;5.9;0.5;18.15
26/04/2021;23.6;10.7;0.5;14.53
27/04/2021;19.2;11.4;6;12.95
28/04/2021;16.9;12.3;15;6.72
29/04/2021;20.5;12.3;18;13.17
30/04/2021;18.5;12.7;1.5;10.93
01/05/2021;12.8;10.1;44.5;3.56
02/05/2021;18.1;6.9;0;27.7
03/05/2021;21;8.2;0;28.95
04/05/2021;20;5.4;0.5;26.28
05/05/2021;21.7;11.2;0;25.53
06/05/2021;22.3;5.5;1;25.62
07/05/2021;23.8;14.1;0;24.85
08/05/2021;24.9;8;0;28.5
09/05/2021;27.3;13;0.5;23.86
10/05/2021;18.9;15.1;14.5;4.33
11/05/2021;20.8;11;8;24.98
12/05/2021;20.1;8;0;29.55
13/05/2021;21;9.6;0;29.8
14/05/2021;20.6;10;0;25.5
15/05/2021;17.9;7.7;1.5;12.34
16/05/2021;19.4;12.8;2;8.95
17/05/2021;21.8;11.1;0;26.43
18/05/2021;19.8;8.9;0;20.59
19/05/2021;21.7;10.1;0.5;27.98
20/05/2021;23.1;11.5;0;30.12
21/05/2021;19.8;9.7;4.5;21.81
22/05/2021;21;11.7;0;18.52
23/05/2021;22.3;11.8;0;21.63
24/05/2021;20.1;12.5;0;23.04
25/05/2021;22.1;9.1;0;30.61
26/05/2021;23.4;10.7;0;29.21
27/05/2021;26.8;10.1;0;30.85
28/05/2021;23.5;13;0;27.83
29/05/2021;28.3;10.8;0;26.2
30/05/2021;25.8;16.3;1;27.11
31/05/2021;24.6;13.5;0;30.05
01/06/2021;25.1;11.8;0;23.32
02/06/2021;26;15.3;0;20.44
03/06/2021;26.5;14.7;0;29.86
04/06/2021;28;12.7;0;22.76
05/06/2021;27.7;16.5;0;31.37
06/06/2021;26.1;14.9;0;27.84
07/06/2021;27.6;16.4;0;29.23
08/06/2021;28.5;19;0;29.77
09/06/2021;30;18;0;30.52
10/06/2021;31.5;19.9;0;27.99
11/06/2021;32.4;17.1;0;29.12
12/06/2021;31.8;16.6;0;29.42
13/06/2021;33.3;21.8;0;30.9
14/06/2021;32.4;17.5;0;30.42
15/06/2021;32.2;19.3;0;30.8
16/06/2021;31.9;18.8;0;29.49
17/06/2021;30.4;19.9;0;14.3
18/06/2021;30;21.2;0;27.85
19/06/2021;31;18.9;0;19.43
20/06/2021;30.3;22.6;0;18.89
21/06/2021;27.8;20;0;30.06
22/06/2021;29.3;17.7;0;29.75
23/06/2021;29.9;13.8;0;25.73
24/06/2021;27.7;14.7;0;29.5
25/06/2021;27.6;16.6;0;31.46
26/06/2021;30.6;13.2;0;30.57
27/06/2021;29.5;15.8;0;24.73
28/06/2021;30.5;16.7;0;24.18
29/06/2021;28.3;15.5;0;29.85
30/06/2021;27.8;14.4;0;31.6
01/07/2021;30.5;18.2;0;28.3
02/07/2021;32.5;16;0;29.58
03/07/2021;31;17.9;4;25.46
04/07/2021;26.7;18.6;11;13.78
05/07/2021;31;16.6;0;30.8
06/07/2021;28.4;19.4;2;21.36
07/07/2021;29.6;18.6;0;22.25
08/07/2021;27.4;18.5;0;26.79
09/07/2021;28.5;17.7;0;31.25
10/07/2021;31.6;16;0;29.7
11/07/2021;31.6;18.9;0;30.52
12/07/2021;30;19.8;2;22.33
13/07/2021;25.1;14.8;0;21.59
14/07/2021;26.9;14.1;0;26.49
15/07/2021;28;15.6;0;27.3
16/07/2021;27.6;19.5;0;28.72
17/07/2021;29.5;19.1;0;30.49
18/07/2021;33.3;18.2;0;29.72
19/07/2021;34.1;19.5;0;29.15
20/07/2021;33.5;20.2;0;28.59
21/07/2021;35.7;19.4;0;26.62
22/07/2021;33.7;19.6;0;28.24
23/07/2021;31.2;19.3;0;25.48
24/07/2021;32.7;19.8;0;21.4
25/07/2021;33.1;21.5;0;26.05
26/07/2021;32.2;21;0;27.14
27/07/2021;29.6;18.8;1;27.75
28/07/2021;30.2;18.9;1.5;23.35
29/07/2021;33.4;17.8;0;27.72
30/07/2021;29.8;18.6;0;24.39
31/07/2021;30;19.8;0.5;22.59
01/08/2021;27.1;17;0;25.62
02/08/2021;27.8;15;0;27.92
03/08/2021;29.6;14.2;0;22.55
04/08/2021;22.1;18.3;10.5;7.83
05/08/2021;27.7;15.3;0;26.93
06/08/2021;29.5;17;0;27.42
07/08/2021;28.7;16.8;3.5;15.62
08/08/2021;27.9;15.1;0;27.19
09/08/2021;32.5;15.4;0;27.29
10/08/2021;32.5;18.1;0;24.94
11/08/2021;36.6;17.8;0;25.76
12/08/2021;34.4;19;0;19.94
13/08/2021;38;20;0;25.14
14/08/2021;36.4;19.9;0;24.98
15/08/2021;35.6;18.5;0;24.01
16/08/2021;30.4;21.7;0;26.46
17/08/2021;27.3;19.5;0;26.47
18/08/2021;29;17.7;0;25.64
19/08/2021;31.1;15;0;25.18
20/08/2021;32.2;16.4;0;24.9
21/08/2021;29.9;15.5;0;22.62
22/08/2021;33.2;21.5;0;21.44
23/08/2021;27.6;20.2;0;24.51
24/08/2021;28;16.3;0;17.61
25/08/2021;29.2;15.4;0;23.97
26/08/2021;30.3;15;0;23.98
27/08/2021;26.7;19;0;25.34
28/08/2021;27.2;16.2;0;24.88
29/08/2021;27.4;14.9;0;24.19
30/08/2021;26.3;15.7;0;24.03
31/08/2021;27.9;15.5;0;23.85
01/09/2021;28.9;14.7;0;22.84
02/09/2021;29;17.3;0;9.41
03/09/2021;24;17.4;13.5;4.69
04/09/2021;27.2;15.5;0.5;22.81
05/09/2021;30.4;16.3;0;21.97
06/09/2021;30.1;17.3;0;21.72
07/09/2021;29.6;17.6;0;21.47
08/09/2021;29.8;16.3;0;18.2
09/09/2021;29.8;17.3;0;12.53
10/09/2021;24.7;18.2;3.5;6.79
11/09/2021;29.9;15.2;0;21.22
12/09/2021;30.2;14.5;0;21.02
13/09/2021;28.1;14.9;0;18.12
14/09/2021;28.1;19.2;0.5;10.05
15/09/2021;29;20.6;15.5;10.74
16/09/2021;26;18.2;5.5;8
17/09/2021;27.2;17;0;19.97
18/09/2021;27.6;15.9;2.5;18.29
19/09/2021;23.5;13.7;0;16.81
20/09/2021;23.3;13.4;0;15.29
21/09/2021;25.6;13.1;0;18.28
22/09/2021;26.7;14.1;0;19.46
23/09/2021;27.1;13.4;0;18.7
24/09/2021;27.9;13;0;16.9
25/09/2021;28.8;14.6;0.5;11.43
26/09/2021;24;17.2;6;11.09
27/09/2021;25;14.5;0;13.36
28/09/2021;25.4;15.4;0;17.19
29/09/2021;24.9;13.7;0;18.27
30/09/2021;24.2;14.3;0;17.96
01/10/2021;25.9;12.7;0;16.29
02/10/2021;25.1;14.3;0;15.81
03/10/2021;24.5;17.2;18.5;10.74
04/10/2021;16.5;12;30;2.92
05/10/2021;18.8;8.2;0;7.7
06/10/2021;18.4;10;0;16.67
07/10/2021;19.1;12.4;0;17.3
08/10/2021;21.1;8;0;16.42
09/10/2021;22.4;10.3;0;15.82
10/10/2021;20.1;9.6;0;14.83
11/10/2021;20.2;8.4;0;15.91
12/10/2021;18.2;11.7;0;15.4
13/10/2021;18.4;11.5;0;15.6
14/10/2021;21.3;8.1;0;14.17
15/10/2021;20.4;8.2;0;11.51
16/10/2021;20.8;9;0;11.75
17/10/2021;22;8.5;0.5;14.49
18/10/2021;21.2;8.6;0;13.77
19/10/2021;21.4;8.9;0;11
20/10/2021;19.5;15;15.5;4.15
21/10/2021;20.8;13.3;0;10.01
22/10/2021;19.1;10.3;0;14
23/10/2021;19.1;5.8;0;13.62
24/10/2021;22.7;8.2;0;12.8
25/10/2021;20.8;8.3;0.5;12.56
26/10/2021;20.6;7;0;13.03
27/10/2021;21.4;8.8;0;12.35
28/10/2021;21.9;8.5;0;10.3
29/10/2021;21.1;11.8;9.5;9.81
30/10/2021;16.9;13.2;38;1.52
31/10/2021;20.5;14.9;7.5;7.25
01/11/2021;18.5;13.6;16.5;7.95
02/11/2021;17.4;7.6;0.5;10.9
03/11/2021;14.6;9.7;0;5.23
04/11/2021;14.1;4.2;0;11.7
05/11/2021;14.5;6;0;11.43
06/11/2021;14.1;6;0;11.57
07/11/2021;14.7;5;0;10.26
08/11/2021;14.5;10.5;0;9.37
09/11/2021;15.9;4.1;0.5;8.61
10/11/2021;15;7.5;19.5;2.8
11/11/2021;17.8;8.4;0;8.74
12/11/2021;14.9;9.5;0;4.06
13/11/2021;18.8;8.6;0;9.08
14/11/2021;15.9;8.4;3.5;9.35
15/11/2021;12.6;8.9;1;3.17
16/11/2021;16.4;7.8;0;9.61
17/11/2021;12;5.2;0;5.55
18/11/2021;15.6;4.6;0;9.27
19/11/2021;16.6;6;0;9.33
20/11/2021;18.1;4.9;0;9.16
21/11/2021;12.9;5.1;0.5;3.18
22/11/2021;12.8;4.1;0;7.25
23/11/2021;14.4;5.6;0;6.13
24/11/2021;15.3;7.7;13.5;2.43
25/11/2021;10.8;8.2;13.5;1.02
26/11/2021;8.8;4.4;0;9.21
27/11/2021;10.4;-0.1;0;5.46
28/11/2021;10.7;1;0;7.22
29/11/2021;7.5;2.7;0;8.83
30/11/2021;9.4;2.6;0;8.61
01/12/2021;10.7;-1.5;3.5;4.05
02/12/2021;11;1.7;0;8.13
03/12/2021;7.6;3.3;1;8.36
04/12/2021;10.9;2.7;2;1.96
05/12/2021;8.5;-0.9;0;6.02
06/12/2021;9.4;1.1;0;8.14
07/12/2021;11.7;1;11;5.39
08/12/2021;9.8;4.7;1;4.37
09/12/2021;9.7;1;8.5;7.93
10/12/2021;7.3;1.3;0.5;5.47
11/12/2021;9.1;5;0;7.9
12/12/2021;12.1;4.8;0;8.19
13/12/2021;12.5;1.2;0;7.81
14/12/2021;12.8;1.6;0;7.76
15/12/2021;13.3;3.1;0;7.69
16/12/2021;10.7;1.3;0;7.58
17/12/2021;12.3;2;0;7.53
18/12/2021;12.3;2;0;7.6
19/12/2021;11.8;1.2;0;7.58
20/12/2021;6.3;-2.3;0;8.06
21/12/2021;11.5;-2.1;0;6.85
22/12/2021;11.9;1.6;0.5;6.13
23/12/2021;11.2;3.2;1;2.8
24/12/2021;12.8;8;36;0.93
25/12/2021;14.9;11;17.5;4.98
26/12/2021;15.1;5.7;0;6.53
27/12/2021;12.3;5.5;6.5;2.29
28/12/2021;15.3;5.6;0;1.97
29/12/2021;19.7;8.1;0;6.99
30/12/2021;21;11.9;0.5;5.8
31/12/2021;14.6;5.8;0;7.33
01/01/2022;9.2;5.7;0;1.87
02/01/2022;10.6;8.6;0;2.38
03/01/2022;15.5;2.3;0;6.59
04/01/2022;13.7;5.2;1;2.79
05/01/2022;8.3;5.1;0.5;8.33
06/01/2022;7.8;4.5;0;8.4
07/01/2022;9.6;-2.6;0;8.29
08/01/2022;11.5;2.2;0.5;7.99
09/01/2022;10.8;3;0;4.82
10/01/2022;9.2;5.5;0.5;7.83
11/01/2022;8.6;-0.3;0;8.71
12/01/2022;10.2;-0.6;0;8.74
13/01/2022;10;-1.1;0;8.8
14/01/2022;12.9;-0.8;0;8.8
15/01/2022;13.2;-2.1;0;9.11
16/01/2022;12.8;-1.8;0;9.27
17/01/2022;11.2;0.7;0;9.25
18/01/2022;12.1;-0.1;0;9.1
19/01/2022;10.1;2;0;2.8
20/01/2022;9.8;3;0;9.44
21/01/2022;8.4;2.9;0;9.56
22/01/2022;9.8;-2.8;0;9.66
23/01/2022;12.1;-0.8;0;9.76
24/01/2022;12.9;0.1;0;9.5
25/01/2022;13;-1;0;9.44
26/01/2022;14.3;-0.9;0;10.42
27/01/2022;12;-0.3;0;9.72
28/01/2022;11.2;0.7;0.5;10.08
29/01/2022;12.3;2.7;0;9.94
30/01/2022;13.4;5.5;0;10.37
31/01/2022;13;5.8;0;9.53
01/02/2022;10.5;4.8;0;10.31
02/02/2022;15.3;7.9;0;10.46
03/02/2022;16.9;5.2;0;8.96
04/02/2022;14;6.8;0;8.5
05/02/2022;13;8.5;0;11.05
06/02/2022;13.1;1.3;0;10.35
07/02/2022;13.2;3.4;0;11.5
08/02/2022;16.9;2.9;0;11.43
09/02/2022;14.9;1.9;0;8.49
10/02/2022;16.1;6.1;0;10.96
11/02/2022;14.1;2.4;0;11.97
12/02/2022;15.4;2.2;0;10.87
13/02/2022;14.2;0.4;2.5;5.53
14/02/2022;11.1;7.6;30.5;2.8
15/02/2022;12.4;3.5;0;11.17
16/02/2022;14.4;1.9;0.5;7.67
17/02/2022;21.6;6;0;12.82
18/02/2022;19.5;4.7;0;13.56
19/02/2022;13.4;6.8;0;9.56
20/02/2022;16;8;0;14.15
21/02/2022;16.6;7.9;0;13.87
22/02/2022;14.7;8;0;14.44
23/02/2022;19.3;8.7;0;15.1
24/02/2022;14.4;3.5;0;4.98
25/02/2022;12.3;3;0;13.82
26/02/2022;14.9;4.3;0;15.46
27/02/2022;14.6;0.1;0;11.74
28/02/2022;14.5;0.1;0;14.95
01/03/2022;14.9;4.1;0;14.19
02/03/2022;13.3;2.1;0;10.71
03/03/2022;15.7;1;0;15.83
04/03/2022;17.6;0.2;0;16.73
05/03/2022;15.1;1.6;0;17.13
06/03/2022;13;-1;0;14.25
07/03/2022;13.4;-1.2;0;17.12
08/03/2022;13.7;0;0;7.97
09/03/2022;14.7;2.6;0;11.59
10/03/2022;14.4;2.8;0;8.02
11/03/2022;15.1;8.3;0;6.15
12/03/2022;13.9;10.6;0.5;4.93
13/03/2022;12.2;8;7;4.74
14/03/2022;16.8;6.6;0;11.61
15/03/2022;18.2;12.1;0;7.75
16/03/2022;17.3;6.4;0;9.22
17/03/2022;15.6;7.8;0;5.36
18/03/2022;17.1;9.5;0;8.98
19/03/2022;16.7;7.7;0;11.24
20/03/2022;15.6;4.7;0;6.43
21/03/2022;17;9.7;0;15.93
22/03/2022;16;0.6;0;19.68
23/03/2022;16.6;0.5;0;19.92
24/03/2022;19;2.2;0;21.18
25/03/2022;20.3;2.8;0;20.73
26/03/2022;20.4;2.6;0;20.59
27/03/2022;22;6.6;0;13.87
28/03/2022;21.8;6.6;0;19.53
29/03/2022;19;6.4;2;15.7
30/03/2022;15.5;9.8;0.5;8.19
31/03/2022;18.9;8.7;0;19.45
01/04/2022;9.7;3.6;0.5;17.17
02/04/2022;8;3.5;0;12.86
03/04/2022;11.3;2.2;0;23.97
04/04/2022;15.4;-0.1;0;23.34
05/04/2022;19.2;2.2;0;23.73
06/04/2022;16.9;2.3;0;16.22
07/04/2022;19.4;6.5;0;11.88
08/04/2022;22.2;10.2;0;22.25
09/04/2022;15.4;9.8;0;24.93
10/04/2022;18.6;5.6;0;25.26
11/04/2022;17.3;5;0;12.54
12/04/2022;22.2;5.4;0;19.07
13/04/2022;22.8;6.7;0;19.8
14/04/2022;25.7;7.3;0;22.57
15/04/2022;27.3;10;0;21.79
16/04/2022;26.6;16.3;0;23.68
17/04/2022;21.5;11.8;0;25.28
18/04/2022;21.4;6.6;0;25.73
19/04/2022;24.3;6.3;0.5;25.28
20/04/2022;17.6;10.2;12;5.1
21/04/2022;18.7;11.4;7;10.37
22/04/2022;20.6;9.2;0;22.49
23/04/2022;16.9;10.9;17.5;5.06
24/04/2022;16.7;8.5;0;12.74
25/04/2022;20.1;5.8;0;25.46
26/04/2022;23.4;8.8;0;26.79
27/04/2022;21.8;8.3;0;26.77
28/04/2022;25.2;9.1;0;26.29
29/04/2022;22.3;10.1;0;26.76
30/04/2022;24;10;0;25.63
01/05/2022;23.5;12.3;0;27.97
02/05/2022;23.2;9.3;0;25.08
03/05/2022;23.2;10.1;0;24.98
04/05/2022;24.8;9.9;0;27.98
05/05/2022;21.4;13.5;0.5;23.79
06/05/2022;20.5;13.4;0;16.22
07/05/2022;25.5;10.3;0;27.03
08/05/2022;22.8;9.2;1.5;16.24
09/05/2022;26;11.2;0;25.23
10/05/2022;26.7;11.1;0;27.09
11/05/2022;25.2;10.4;0;29.03
12/05/2022;25.2;10.6;0;28.16
13/05/2022;26.3;11.2;0;26.96
14/05/2022;27.2;12.3;0;27.94
15/05/2022;26.7;13.8;0;27.36
16/05/2022;27.3;13.7;0;28.45
17/05/2022;27.6;12.7;0;28.68
18/05/2022;28.9;13;0.5;27.83
19/05/2022;29.6;14.1;0;28.55
20/05/2022;28.4;13.9;0;28.43
21/05/2022;28.6;14.6;0;28.02
22/05/2022;28;14.4;0;27.04
23/05/2022;29;14.2;0;26.71
24/05/2022;26;16.8;0;21.54
25/05/2022;27.1;17.2;0;18.09
26/05/2022;29.3;18.1;0;25.35
27/05/2022;31.2;18.1;0;27.6
28/05/2022;26.8;17.7;0;25.26
29/05/2022;25.6;15.7;0;31.69
30/05/2022;26.7;11.5;0.5;21.34
31/05/2022;26.8;15.1;0;25.83
01/06/2022;30.4;12.6;0;30.33
02/06/2022;28.7;14.2;0;28.72
03/06/2022;32.7;18.6;0;22.63
04/06/2022;33.5;17.8;0;24.68
05/06/2022;31.9;17.8;0;28.43
06/06/2022;31.4;19.8;0;30.24
07/06/2022;30.4;17.8;0;28.84
08/06/2022;27.8;19;0;17.76
09/06/2022;26;17.1;0;30.19
10/06/2022;29.6;17.5;0;32.12
11/06/2022;33.7;18.1;0;31.54
12/06/2022;32.5;14.1;0;29.89
13/06/2022;33.9;16.1;0;26.23
14/06/2022;32.5;20.2;0;31.5
15/06/2022;33.3;19.2;0;26.39
16/06/2022;35;16.2;0;27.91
